"Path","Class","Included","Note"
"src/index.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routeTree.gen.ts","gpl-base-modified","no","generated/lockfile over GPL base: DO NOT COPY, regenerate fresh"
"src/routes/__root.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/accounts.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/databases/$databaseId.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/databases/index.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/engines.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/files.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/index.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/routes/settings.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/state/atoms.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/state/keybinds.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/state/store/database.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/state/store/debouncedStorage.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/state/store/tree.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/styles/Chessboard.module.css","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/styles/chessgroundColorsOverride.css","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/translation/en-GB.json","gpl-base-modified","no","GPL translation file with owner additions: DO NOT copy; write fresh UI copy"
"src/translation/en-US.json","gpl-base-modified","no","GPL translation file with owner additions: DO NOT copy; write fresh UI copy"
"src/utils/chess.com/api.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/chess.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/chessdb/api.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/clock.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/db.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/engines.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/files.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/lichess/api.tsx","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/lichess/explorer.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/puzzles.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/score.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/sound.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/tabs.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/tests/score.test.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"src/utils/treeReducer.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
"vite.config.ts","gpl-base-modified","no","modified GPL-base file: owner hunks only via controlled per-feature extraction; DO NOT copy wholesale"
